연번,인증번호,인증구분,인증등급,지역코드,시군구,지역(시설)명,인증대상,신청기관,면적,용도구분,인증일자,인증만료일,인증기관
592,160,본,우수,대구광역시,달서구,대구광역시 교육연수원,건축물,대구광역시 교육청,,교육연구시설,2015-04-23,2020-04-22,한국토지주택공사
593,161,본,우수,세종특별자치시,,행정중심복합도시 1-2생활권 복합커뮤니티센터,건축물,행정중님복합도시 건설청,,업무시설,2015-04-23,2020-04-22,한국토지주택공사
594,433,예비,최우수,충청남도,홍성군,충청남도도립도서관,건축물,충남도청,13804,교육연구시설,2015-04-24,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
595,434,예비,우수,대구광역시,달성군,대구비슬초등학교,건축물,대구광역시 교육청,12835,교육연구시설,2015-04-24,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
596,435,예비,우수,전라남도,나주시,가칭 석전유치원,건축물,전라남도 교육청,2277.65,교육연구시설,2015-04-24,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
597,436,예비,우수,광주광역시,남구,봉선1동 주민센터,건축물,광주광역시 남구청,949.44,제1종 근린생활시설,2015-04-24,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
598,162,본,우수,전라남도,여수시,전라남도 여수교육지원청,건축물,전남교육청,3787.24,업무시설,2015-04-24,2020-04-23,한국장애인개발원
599,437,예비,우수,전라남도,순천시,선월보건진료소,건축물,순천시청,116.32,제1종 근린생활시설,2015-04-30,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
600,438,예비,우수,전라남도,순천시,판교보건진료소,건축물,순천시청,116.59,제1종 근린생활시설,2015-04-30,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
601,439,예비,최우수,인천광역시,,인천 남구 에코센터,건축물,인천광역시남구청,857.77,교육연구시설,2015-04-30,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
602,163,본,우수,전라남도,강진군,축산 신기술개발 종합연구동,건축물,전남 농업기술원,489.47,교육연구시설,2015-04-30,2020-04-29,한국장애인개발원
603,440,예비,우수,경기도,용인시,THE VERSI(벗이) 미술관,건축물,㈜벗이(이충순),1600.42,문화 및 집회시설,2015-05-06,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인고용공단
604,441,예비,우수,경기도,성남시,성남시 수정구보건소,건축물,경기도 성남시,18644.06,업무시설,2015-05-06,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
605,164,본,우수,전라남도,담양군,용대 보건진료소,건축물,전남 담양군청,121.98,제1종 근린생활시설,2015-05-06,2020-05-05,한국장애인개발원
606,442,예비,우수,광주광역시,남구,남구청소년도서관,건축물,광주광역시 남구청,2099,교육연구시설,2015-05-08,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
607,165,본,우수,서울특별시,동대문구,동대문비스타오피스텔,건축물,㈜비와이씨,,업무시설,2015-05-15,2020-05-14,한국토지주택공사
608,443,예비,우수,대구광역시,달성군,대구세천초등학교,건축물,대구광역시 교육청,131113.23,교육연구시설,2015-05-20,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
609,166,본,우수,경기도,수원시,소규모노인복지관,건축물,수원시청,3304.61,노유자시설,2015-05-20,2020-05-19,한국장애인개발원
610,167,본,최우수,세종특별자치시,,행정지원센터,건축물,행정중심복합도시건설청,26153.49,업무시설,2015-05-20,2020-05-19,한국장애인개발원
611,444,예비,최우수,경기도,하남시,하남선복선전철2공구 H2정거장,여객시설,경기도,,운수시설,2015-06-01,본인증 교부전 또는 사용승인 후 1년 이내,한국토지주택공사
612,445,예비,우수,인천광역시,연수구,근로자 종합복지관,건축물,인천광역시 종합건설본부,9072.05,노유자시설,2015-06-04,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
613,446,예비,우수,전라남도,나주시,호남권 친환경농산물 종합물류센터,건축물,나주시청,13613,창고시설,2015-06-04,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
614,168,본,최우수,경기도,고양시,경의선 강매역사,여객시설,한국철도시설공단,,운수시설,2015-06-09,2020-06-08,한국토지주택공사
615,169,본,우수,서울특별시,영등포구,국회의원회관,건축물,국회사무처,163055.43,업무시설,2015-06-15,2020-06-14,한국장애인개발원
616,170,본,우수,인천광역시,남동구,구월 아시아드선수촌 아파트 6단지,건축물,인천도시공사,88315.93,공동주택,2015-06-15,2020-06-14,한국장애인개발원
617,171,본,일반,인천광역시,남동구,구월 아시아드선수촌 아파트 8단지,건축물,인천도시공사,107091.78,공동주택,2015-06-15,2020-06-14,한국장애인개발원
618,172,본,우수,광주광역시,서구,국제기후환경센터,건축물,광주광역시 종합건설본부,11377,교육연구시설,2015-06-15,2020-06-14,한국장애인개발원
619,173,본,우수,전라남도,순천시,전라남도 유아교육진흥원,건축물,전라남도 교육청,4961.28,교육연구시설,2015-06-16,2020-06-15,한국장애인개발원
620,174,본,우수,전라남도,순천시,좌야초등학교,건축물,전라남도 교육청,,교육연구시설,2015-06-16,2020-06-15,한국장애인개발원
621,447,예비,일반,전라남도,목포시,공생원,건축물,사회복지법인 공생원재단,1104.21,노유자시설,2015-06-16,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
622,448,예비,우수,전라남도,진도군,전라남도진도교육지원청 청사,건축물,전라남도 교육청,3179,업무시설,2015-06-23,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
623,449,예비,우수,대구광역시,동구,혁신중학교,건축물,대구광역시 교육청,12163,교육연구시설,2015-06-25,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
624,175,본,최우수,경상남도,진주시,한국토지주택공사 본사사옥,건축물,현대건설,141266.37,업무시설,2015-06-26,2020-06-25,한국장애인개발원
625,450,예비,우수,전라남도,담양군,개구리생태공원 조성사업,건축물,담양군청,1315,문화 및 집회시설,2015-06-29,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
626,451,예비,우수,인천광역시,서구,환경산업실증연구단지,건축물,대림산업(주),,교육연구시설,2015-06-30,본인증 교부전 또는 사용승인 후 1년 이내,한국토지주택공사
627,452,예비,최우수,경기도,하남시,하남선(상일-검단산)복선전철 3공구,여객시설,경기도청,,운수시설,2015-06-30,본인증 교부전 또는 사용승인 후 1년 이내,한국토지주택공사
628,453,예비,최우수,서울특별시,강동구,하남선(5호선연장) H1정거장,여객시설,서울시청,,운수시설,2015-06-30,본인증 교부전 또는 사용승인 후 1년 이내,한국토지주택공사
629,176,본,최우수,대구광역시,동구,성모의지 (회사),건축물,성모의지(곽동주),859.34,공장,2015-07-01,2020-06-30,한국장애인고용공단
630,177,본,우수,인천광역시,부평구,백운경로당,건축물,인천광역시 부평구청,141.4,노유자시설,2015-07-03,2020-07-02,한국장애인개발원
631,454,예비,우수,울산광역시,울주군,울산과학기술대학교 미래형 2차전지 산학연연구센타,건축물,울산과학기술대학교,2146.11,교육연구시설,2015-07-07,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
632,178,본,우수,대전광역시,동구,대전광역시 청소년 위캔센터 및 손소리복지관,건축물,대전광역시,,노유자시설,2015-07-15,2020-07-14,한국토지주택공사
633,179,본,최우수,부산광역시,중구,부산항국제여객터미널,여객시설,현대건설,,운수시설,2015-07-15,2020-07-14,한국토지주택공사
634,180,본,최우수,인천광역시,남동구,구월아시아드선수촌 센트럴자이,건축물,인천도시공사,,공동주택,2015-07-15,2020-07-14,한국토지주택공사
635,181,본,우수,대구광역시,달서구,대구한솔초등학교,건축물,대구광역시 교육청,11823.57,교육연구시설,2015-07-15,2020-07-14,한국장애인개발원
636,182,본,우수,전라남도,목포시,소망자립센타,건축물,목포소망복지재단,664.2,노유자시설,2015-07-15,2020-07-14,한국장애인개발원
637,183,본,우수,전라남도,목포시,소망장애인복지원,건축물,목포소망복지재단,882.99,노유자시설,2015-07-15,2020-07-14,한국장애인개발원
638,455,예비,최우수,전라북도,전주시,기금운영본부 지방이전 및 기숙사,건축물,국민연금공단,19030,업무시설,2015-07-15,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
639,184,본,최우수,세종특별자치시,,종합복지센타,건축물,행정중심복합도시 건설청,,노유자시설,2015-07-21,2020-07-20,한국토지주택공사
640,456,예비,우수,전라남도,여수시,여수시 장애인종합복지관,건축물,여수시청,2791.68,노유자시설,2015-07-24,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
641,457,예비,우수,전라남도,광양시,광양 백운산 치유센타,건축물,광양시청,983.67,제1종 근린생활시설,2015-07-24,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
642,458,예비,우수,전라남도,목포시,백련유치원(가칭),건축물,전라남도교육청,3361.48,교육연구시설,2015-07-30,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
643,459,예비,일반,전라남도,나주시,산림자원연구소 치유의 숲 치유센터.방문자센터,건축물,전라남도산림자원연구소,1082.25,수련시설,2015-07-30,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
644,460,예비,우수,전라남도,여수시,송현초등학교(가칭),건축물,전라남도교육청,11147.09,교육연구시설,2015-07-30,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
645,461,예비,우수,전라남도,장흥군,통합의학센터,건축물,장흥군청,18494,의료시설,2015-07-30,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
646,462,예비,우수,전라북도,정읍시,금선교 화장실,건축물,국립공원관리공단내장산국립공원사무소,89.82,제1종 근린생활시설,2015-07-30,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
647,463,예비,우수,전라남도,순천시,연향3지구 종합복지센터,건축물,순천시청,996.98,제1종 근린생활시설,2015-07-30,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
648,464,예비,우수,전라남도,목포시,소망 중증장애인요양원,건축물,목포시청,982.12,노유자시설,2015-07-30,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
649,465,예비,우수,전라남도,화순군,화순사랑,건축물,(사)화순사랑(김용문),494.12,제2종 근린생활시설,2015-07-31,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인고용공단
650,185,본,우수,경상북도,안동시,경상북도 본청 및 의회청사,건축물,대우건설컨소시엄,143368.9,업무시설,2015-07-31,2020-07-30,한국장애인개발원
651,186,본,최우수,경상북도,포항시,포항역사,여객시설,한국철도시설공단,,운수시설,2015-07-31,2020-07-30,한국토지주택공사
652,187,본,최우수,전라남도,나주시,빛가람 건강생활지원센터,건축물,나주시청,641.58,제1종 근린생활시설,2015-08-03,2020-08-02,한국장애인개발원
653,188,본,최우수,대전광역시,서구,대전시립연정국악원,건축물,대전광역시 건설관리본부,10872.5,문화 및 집회시설,2015-08-03,2020-08-02,한국장애인개발원
654,466,예비,우수,경기도,부천시,부천시 소사 청소년 수련관,건축물,부천시청,5190.71,수련시설,2015-08-05,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
